,entropy,true_labels,pred_labels,condition,is_prediction_correct
0,0.7856507020216802,1,1,Evidential_DIGAMMA,True
1,2.302585092994045,7,7,Evidential_DIGAMMA,True
2,0.6110171359086977,1,1,Evidential_DIGAMMA,True
3,0.6359353221661305,1,1,Evidential_DIGAMMA,True
4,0.869315572626634,8,8,Evidential_DIGAMMA,True
5,0.7652835042484696,3,3,Evidential_DIGAMMA,True
6,2.302585092994045,7,7,Evidential_DIGAMMA,True
7,0.8146748213045655,2,2,Evidential_DIGAMMA,True
8,1.2422332359438415,9,9,Evidential_DIGAMMA,True
9,2.302585092994045,7,7,Evidential_DIGAMMA,True
10,0.829798402634698,5,5,Evidential_DIGAMMA,True
11,2.302585092994045,7,7,Evidential_DIGAMMA,True
12,0.687659125854772,1,1,Evidential_DIGAMMA,True
13,1.0133485443094896,2,2,Evidential_DIGAMMA,True
14,0.8949750818843963,6,6,Evidential_DIGAMMA,True
15,0.6625219562321686,0,0,Evidential_DIGAMMA,True
16,0.956029979360322,9,9,Evidential_DIGAMMA,True
17,0.6055003798420697,5,5,Evidential_DIGAMMA,True
18,0.9501022126612958,9,9,Evidential_DIGAMMA,True
19,0.8264669165327165,0,0,Evidential_DIGAMMA,True
20,0.5850851909803154,6,6,Evidential_DIGAMMA,True
21,1.1635235495572775,9,9,Evidential_DIGAMMA,True
22,0.45884246987817173,6,6,Evidential_DIGAMMA,True
23,0.8299676743363187,9,9,Evidential_DIGAMMA,True
24,0.8964082913488942,4,4,Evidential_DIGAMMA,True
25,0.8619747759212155,2,2,Evidential_DIGAMMA,True
26,0.6399375113371273,1,1,Evidential_DIGAMMA,True
27,2.302585092994045,7,7,Evidential_DIGAMMA,True
28,0.7943919257335976,0,0,Evidential_DIGAMMA,True
29,0.6357804344421639,1,1,Evidential_DIGAMMA,True
30,0.5023193225650503,0,0,Evidential_DIGAMMA,True
31,0.642599465492249,1,1,Evidential_DIGAMMA,True
32,0.9012175679778573,9,9,Evidential_DIGAMMA,True
33,2.287132903668034,3,9,Evidential_DIGAMMA,False
34,0.7229060258068694,6,6,Evidential_DIGAMMA,True
35,0.5937915555293091,0,0,Evidential_DIGAMMA,True
36,0.6402212432740005,1,1,Evidential_DIGAMMA,True
37,0.9374000702791312,9,9,Evidential_DIGAMMA,True
38,1.1532016644265457,8,8,Evidential_DIGAMMA,True
39,0.7722328376989409,6,6,Evidential_DIGAMMA,True
40,2.302585092994045,7,7,Evidential_DIGAMMA,True
41,1.225278282753644,9,9,Evidential_DIGAMMA,True
42,0.5382004715182541,0,0,Evidential_DIGAMMA,True
43,0.7106811956292254,6,6,Evidential_DIGAMMA,True
44,2.302585092994045,7,7,Evidential_DIGAMMA,True
45,0.8993505657311704,4,4,Evidential_DIGAMMA,True
46,0.6489701574003715,0,0,Evidential_DIGAMMA,True
47,1.3073371136353373,2,2,Evidential_DIGAMMA,True
48,2.302585092994045,7,7,Evidential_DIGAMMA,True
49,1.0084270843305054,9,9,Evidential_DIGAMMA,True
50,0.6907952556902572,5,5,Evidential_DIGAMMA,True
51,0.5614244776142591,3,3,Evidential_DIGAMMA,True
52,1.5935775981253306,0,0,Evidential_DIGAMMA,True
53,0.6685007148174544,1,1,Evidential_DIGAMMA,True
54,0.7220272768132495,8,8,Evidential_DIGAMMA,True
55,1.2427226349861822,5,5,Evidential_DIGAMMA,True
56,0.9837942756581368,6,6,Evidential_DIGAMMA,True
57,2.302585092994045,7,7,Evidential_DIGAMMA,True
58,1.1461562043001405,8,8,Evidential_DIGAMMA,True
59,0.7495917628792974,2,2,Evidential_DIGAMMA,True
60,1.2032655550336275,4,4,Evidential_DIGAMMA,True
61,0.955765771529953,3,3,Evidential_DIGAMMA,True
62,0.7232782978099263,3,3,Evidential_DIGAMMA,True
63,0.7183731101456485,4,4,Evidential_DIGAMMA,True
64,0.6289345579257893,6,6,Evidential_DIGAMMA,True
65,0.6448111070029583,1,1,Evidential_DIGAMMA,True
66,2.302585092994045,7,7,Evidential_DIGAMMA,True
67,0.9352648619581004,5,5,Evidential_DIGAMMA,True
68,2.153600870919125,3,8,Evidential_DIGAMMA,False
69,0.6528720244291293,6,6,Evidential_DIGAMMA,True
70,0.5748075010721563,1,1,Evidential_DIGAMMA,True
71,0.5329409657107903,4,4,Evidential_DIGAMMA,True
72,0.5849886661081567,1,1,Evidential_DIGAMMA,True
73,1.3281571159223622,4,4,Evidential_DIGAMMA,True
74,0.9880521609183645,8,8,Evidential_DIGAMMA,True
75,1.0338003304401275,8,8,Evidential_DIGAMMA,True
76,0.5068118818836569,2,2,Evidential_DIGAMMA,True
77,1.5295426654040174,8,8,Evidential_DIGAMMA,True
78,0.7933578055155108,2,2,Evidential_DIGAMMA,True
79,0.9043885545010439,6,6,Evidential_DIGAMMA,True
80,0.6156361227041244,6,6,Evidential_DIGAMMA,True
81,0.5271512360200125,2,2,Evidential_DIGAMMA,True
82,0.7789983983777424,2,2,Evidential_DIGAMMA,True
83,0.8391212740164751,6,6,Evidential_DIGAMMA,True
84,2.302585092994045,7,7,Evidential_DIGAMMA,True
85,0.6521074074190871,1,1,Evidential_DIGAMMA,True
86,0.5496450221149527,6,6,Evidential_DIGAMMA,True
87,1.8544743061770985,3,3,Evidential_DIGAMMA,True
88,1.020944487478085,8,8,Evidential_DIGAMMA,True
89,0.6801403244460267,4,4,Evidential_DIGAMMA,True
90,0.6779550948514431,3,3,Evidential_DIGAMMA,True
91,0.8877625936447198,6,6,Evidential_DIGAMMA,True
92,0.8667031279754407,1,1,Evidential_DIGAMMA,True
93,0.658966974863477,5,5,Evidential_DIGAMMA,True
94,0.6557825216114779,4,4,Evidential_DIGAMMA,True
95,0.6824139164442876,6,6,Evidential_DIGAMMA,True
96,1.2238752993755326,9,9,Evidential_DIGAMMA,True
97,0.713154994787426,0,0,Evidential_DIGAMMA,True
98,0.7794411286435666,4,4,Evidential_DIGAMMA,True
99,1.1249124815059535,9,9,Evidential_DIGAMMA,True
100,1.5324864568128473,4,4,Evidential_DIGAMMA,True
101,0.6989409545323206,3,3,Evidential_DIGAMMA,True
102,0.5803501229808571,6,6,Evidential_DIGAMMA,True
103,0.6626459292661604,4,4,Evidential_DIGAMMA,True
104,0.6943500291068774,3,3,Evidential_DIGAMMA,True
105,0.6347875517407798,4,4,Evidential_DIGAMMA,True
106,1.0222051327070865,9,9,Evidential_DIGAMMA,True
107,2.302585092994045,7,7,Evidential_DIGAMMA,True
108,0.9578558623970632,9,9,Evidential_DIGAMMA,True
109,0.5200633786328561,0,0,Evidential_DIGAMMA,True
110,0.618352823641532,2,2,Evidential_DIGAMMA,True
111,0.8519358230304104,5,5,Evidential_DIGAMMA,True
112,0.7454636990524031,0,0,Evidential_DIGAMMA,True
113,1.1164954052516387,8,8,Evidential_DIGAMMA,True
114,0.6666756566228927,3,3,Evidential_DIGAMMA,True
115,0.9720523159091314,9,9,Evidential_DIGAMMA,True
116,0.5571119967225461,4,4,Evidential_DIGAMMA,True
117,0.8639462952267719,9,9,Evidential_DIGAMMA,True
118,0.8160984265244599,4,4,Evidential_DIGAMMA,True
119,1.0227748858778591,2,2,Evidential_DIGAMMA,True
120,0.6937789542057475,0,0,Evidential_DIGAMMA,True
121,0.844903086273034,4,4,Evidential_DIGAMMA,True
122,0.8721282375652978,6,6,Evidential_DIGAMMA,True
123,0.7382686937056795,5,5,Evidential_DIGAMMA,True
124,0.6989416771060398,0,0,Evidential_DIGAMMA,True
125,0.8538377130000299,9,9,Evidential_DIGAMMA,True
126,1.026590348898998,9,9,Evidential_DIGAMMA,True
127,0.8029121136594057,5,5,Evidential_DIGAMMA,True
128,1.6240778309050676,2,2,Evidential_DIGAMMA,True
129,0.6725014174557153,0,0,Evidential_DIGAMMA,True
130,0.5203500742888091,6,6,Evidential_DIGAMMA,True
131,0.6706450057860825,3,3,Evidential_DIGAMMA,True
132,0.9678073981060303,5,5,Evidential_DIGAMMA,True
133,0.8574468955659295,4,4,Evidential_DIGAMMA,True
134,1.3729889337576298,5,5,Evidential_DIGAMMA,True
135,0.5939406033088549,3,3,Evidential_DIGAMMA,True
136,0.6676821779022678,3,3,Evidential_DIGAMMA,True
137,1.0091896034717813,1,1,Evidential_DIGAMMA,True
138,0.6780802552392539,5,5,Evidential_DIGAMMA,True
139,1.18532158081302,2,2,Evidential_DIGAMMA,True
140,1.1613594645613017,6,6,Evidential_DIGAMMA,True
141,0.8517072545399085,5,5,Evidential_DIGAMMA,True
142,0.6073052391687321,0,0,Evidential_DIGAMMA,True
143,0.6950507825687247,2,2,Evidential_DIGAMMA,True
144,2.302585092994045,7,7,Evidential_DIGAMMA,True
145,0.9541549280267152,9,9,Evidential_DIGAMMA,True
146,2.133054185368859,9,9,Evidential_DIGAMMA,True
147,0.9784109748747989,3,3,Evidential_DIGAMMA,True
148,0.5353321553597814,0,0,Evidential_DIGAMMA,True
149,2.302585092994045,7,7,Evidential_DIGAMMA,True
150,2.302585092994045,7,7,Evidential_DIGAMMA,True
151,0.5820325431468498,0,0,Evidential_DIGAMMA,True
152,2.302585092994045,7,7,Evidential_DIGAMMA,True
153,0.7234569155353312,1,1,Evidential_DIGAMMA,True
154,0.49152096508168447,0,0,Evidential_DIGAMMA,True
155,1.0116244261095453,6,6,Evidential_DIGAMMA,True
156,0.6893608497725927,5,5,Evidential_DIGAMMA,True
157,0.6641511231657073,0,0,Evidential_DIGAMMA,True
158,0.9992095367072424,8,8,Evidential_DIGAMMA,True
159,1.9012662749405518,9,3,Evidential_DIGAMMA,False
160,0.7004762938884909,6,6,Evidential_DIGAMMA,True
161,0.9322898992916862,6,6,Evidential_DIGAMMA,True
162,0.6492119749732238,3,3,Evidential_DIGAMMA,True
163,0.8731934334644307,0,0,Evidential_DIGAMMA,True
164,0.7682655366170126,1,1,Evidential_DIGAMMA,True
165,0.8073692204334344,9,9,Evidential_DIGAMMA,True
166,0.601034320509487,3,3,Evidential_DIGAMMA,True
167,2.302585092994045,7,7,Evidential_DIGAMMA,True
168,0.9626672490256628,8,8,Evidential_DIGAMMA,True
169,0.7261259059675491,5,5,Evidential_DIGAMMA,True
170,0.5158013440586133,2,2,Evidential_DIGAMMA,True
171,0.8838030840400726,9,9,Evidential_DIGAMMA,True
172,0.5666219933344313,6,6,Evidential_DIGAMMA,True
173,1.8113896297132805,9,9,Evidential_DIGAMMA,True
174,2.302585092994045,7,7,Evidential_DIGAMMA,True
175,1.1923422298564326,5,5,Evidential_DIGAMMA,True
176,0.6530094645362543,1,1,Evidential_DIGAMMA,True
177,0.7596545511798075,2,2,Evidential_DIGAMMA,True
178,0.5064685000307786,6,6,Evidential_DIGAMMA,True
179,1.4633214553413545,9,9,Evidential_DIGAMMA,True
180,1.0872415595422071,2,2,Evidential_DIGAMMA,True
181,1.1666698848854082,9,9,Evidential_DIGAMMA,True
182,0.8743535676108035,3,3,Evidential_DIGAMMA,True
183,2.302585092994045,7,7,Evidential_DIGAMMA,True
184,0.8037296229434191,0,0,Evidential_DIGAMMA,True
185,0.7360267498338319,2,2,Evidential_DIGAMMA,True
186,1.3273870386529627,1,1,Evidential_DIGAMMA,True
187,1.0575196385015266,5,5,Evidential_DIGAMMA,True
188,0.7177081946174149,2,2,Evidential_DIGAMMA,True
189,0.6037905300772902,5,5,Evidential_DIGAMMA,True
190,0.794707609098647,3,3,Evidential_DIGAMMA,True
191,0.5656464550988662,3,3,Evidential_DIGAMMA,True
192,2.2290951576250304,2,2,Evidential_DIGAMMA,True
193,0.7719066121433877,3,3,Evidential_DIGAMMA,True
194,0.6789454390222197,2,2,Evidential_DIGAMMA,True
195,0.5865442097743687,1,1,Evidential_DIGAMMA,True
196,0.6310386609390842,6,6,Evidential_DIGAMMA,True
197,0.9590244141478577,5,5,Evidential_DIGAMMA,True
198,0.4652882408316514,6,6,Evidential_DIGAMMA,True
199,1.3452843250742723,3,3,Evidential_DIGAMMA,True
200,0.8663832276791796,3,3,Evidential_DIGAMMA,True
201,1.8753962467190177,8,8,Evidential_DIGAMMA,True
202,0.849083005239646,6,6,Evidential_DIGAMMA,True
203,0.6742513504367367,1,1,Evidential_DIGAMMA,True
204,0.8323778812831983,9,9,Evidential_DIGAMMA,True
205,0.6243202962131059,1,1,Evidential_DIGAMMA,True
206,0.9100663548478427,9,9,Evidential_DIGAMMA,True
207,0.581321742212056,1,1,Evidential_DIGAMMA,True
208,1.045764555840894,9,9,Evidential_DIGAMMA,True
209,1.066882479047474,9,9,Evidential_DIGAMMA,True
210,0.7881476302987633,1,1,Evidential_DIGAMMA,True
211,0.9739153290187368,9,9,Evidential_DIGAMMA,True
212,0.7159751969814038,6,6,Evidential_DIGAMMA,True
213,2.302585092994045,7,7,Evidential_DIGAMMA,True
214,1.2798359611741468,8,8,Evidential_DIGAMMA,True
215,1.8848002394848942,9,1,Evidential_DIGAMMA,False
216,0.8216632949881076,1,1,Evidential_DIGAMMA,True
217,0.8621221002065114,4,4,Evidential_DIGAMMA,True
218,1.0181740371368289,5,5,Evidential_DIGAMMA,True
219,0.6454659886201494,1,1,Evidential_DIGAMMA,True
220,0.9411075437435921,5,5,Evidential_DIGAMMA,True
221,2.302585092994045,7,7,Evidential_DIGAMMA,True
222,1.5941705159551534,8,8,Evidential_DIGAMMA,True
223,0.7145118507424802,2,2,Evidential_DIGAMMA,True
224,0.6967659832746392,5,5,Evidential_DIGAMMA,True
225,1.0437433062090766,2,2,Evidential_DIGAMMA,True
226,1.5012060115528918,8,8,Evidential_DIGAMMA,True
227,0.7377583237842993,5,5,Evidential_DIGAMMA,True
228,0.795422759607499,6,6,Evidential_DIGAMMA,True
229,0.7555992349143026,2,2,Evidential_DIGAMMA,True
230,0.7417706560634098,2,2,Evidential_DIGAMMA,True
231,2.302585092994045,7,7,Evidential_DIGAMMA,True
232,1.5105904072702627,2,2,Evidential_DIGAMMA,True
233,2.302585092994045,7,7,Evidential_DIGAMMA,True
234,1.2407471311445757,8,8,Evidential_DIGAMMA,True
235,1.3978629468635446,4,4,Evidential_DIGAMMA,True
236,0.5380203552220564,0,0,Evidential_DIGAMMA,True
237,2.15827685025227,7,2,Evidential_DIGAMMA,False
238,0.5471738613571563,6,6,Evidential_DIGAMMA,True
239,0.8989518537924115,3,3,Evidential_DIGAMMA,True
